customer_id,first_name,last_name,gender,date_of_birth,city,state,occupation,employment_type,annual_income,credit_score,customer_since,risk_segment
104727,Karan,Verma,Female,1965-01-16,Pune,Maharashtra,IT,Self-employed,387806.43,597,2017-09-27,Very High
104728,Vihaan,Joshi,Male,1968-01-16,New Delhi,Delhi,Finance,Salaried,343793.02,682,2025-08-13,Medium
104729,Diya,Rao,Female,1986-01-11,Warangal,Telangana,Education,Business Owner,933795.35,737,2019-10-09,Medium
104730,Vikram,Joshi,Female,1987-01-11,Warangal,Telangana,Healthcare,Self-employed,253673.73,658,2019-12-16,High
104731,Vikram,Gupta,Female,1989-01-10,Kolkata,West Bengal,Finance,Salaried,648508.5,696,2015-06-17,Medium
104732,Aditya,Mehta,Female,2002-01-07,Hyderabad,Telangana,Government,Salaried,363120.77,594,2016-08-15,Very High
104733,Rahul,Shah,Female,1984-01-12,New Delhi,Delhi,Government,Self-employed,1226230.3,671,2020-12-07,High
104734,Arjun,Das,Female,1977-01-13,Jaipur,Rajasthan,Manufacturing,Business Owner,1030153.9,684,2021-05-26,Medium
104735,Vikram,Reddy,Female,1983-01-12,Madurai,Tamil Nadu,Retail,Salaried,562282.09,700,2015-03-14,Medium
104736,Meera,Verma,Male,1971-01-15,Hyderabad,Telangana,Education,Salaried,741924.77,707,2023-01-09,Medium
104737,Vikram,Mishra,Female,1988-01-11,Kolkata,West Bengal,Education,Salaried,260071.21,708,2023-09-28,Medium
104738,Kavya,Kumar,Female,1973-01-14,New Delhi,Delhi,Manufacturing,Salaried,1259285.8,561,2019-12-17,Very High
104739,Neha,Kumar,Male,1988-01-11,Mangaluru,Karnataka,Healthcare,Salaried,1361146.14,763,2017-11-14,Low
104740,Priya,Patel,Female,1994-01-09,New Delhi,Delhi,Healthcare,Salaried,620079.52,591,2024-09-18,Very High
104741,Nikhil,Gupta,Female,1994-01-09,Udaipur,Rajasthan,Education,Contract,488765.95,601,2023-02-08,High
104742,Priya,Rao,Female,1990-01-10,Mysuru,Karnataka,Other,Salaried,870318.0,666,2022-05-18,High
104743,Vikram,Verma,Male,1991-01-10,Madurai,Tamil Nadu,Manufacturing,Business Owner,569382.39,722,2023-05-26,Medium
104744,Aarav,Patel,Male,2000-01-08,Kolkata,West Bengal,,Self-employed,405104.58,752,2022-01-13,Low
104745,Priya,Rao,Female,1965-01-16,Chennai,Tamil Nadu,Manufacturing,Salaried,824295.35,767,2025-06-27,Low
104746,Aditi,Sharma,Male,1975-01-14,Hyderabad,Telangana,Manufacturing,Business Owner,880675.72,673,2020-07-23,High
104747,Priya,Singh,Female,1973-01-14,Hyderabad,Telangana,Manufacturing,Contract,1124531.29,633,2016-05-06,High
104748,Rahul,Iyer,Female,1969-01-15,Coimbatore,Tamil Nadu,Government,Business Owner,730642.29,722,2020-02-04,Medium
104749,Siddharth,Gupta,Male,1986-01-11,New Delhi,Delhi,Education,Salaried,497621.51,719,2023-06-04,Medium
104750,Ananya,Iyer,Male,1967-01-16,Mangaluru,Karnataka,IT,Business Owner,529598.62,716,2018-06-11,Medium
104751,Meera,Das,Male,1995-01-09,Kolkata,West Bengal,Healthcare,Salaried,451951.91,756,2017-10-14,Low
104752,Isha,Joshi,Male,1985-01-11,New Delhi,Delhi,Education,Salaried,414817.29,707,2016-11-18,Medium
104753,Sneha,Verma,Female,1974-01-14,Warangal,Telangana,Retail,Contract,431571.16,754,2025-10-28,Low
104754,Riya,Reddy,Female,1969-01-15,Udaipur,Rajasthan,Finance,Salaried,879785.4,647,2025-07-22,High
104755,Ananya,Gupta,Male,1999-01-08,Mangaluru,Karnataka,Other,Salaried,504478.71,690,2025-05-09,Medium
104756,Aditi,Reddy,Male,1973-01-14,Mangaluru,Karnataka,Government,Self-employed,1053349.33,683,2023-03-16,Medium
104757,Rohan,Iyer,Male,1997-01-08,Jaipur,Rajasthan,Manufacturing,Business Owner,808152.49,676,2017-02-08,High
104758,Neha,Verma,Male,2000-01-08,Mangaluru,Karnataka,Finance,Business Owner,1430328.66,593,2020-03-06,Very High
104759,Isha,Shah,Male,2005-01-06,Jaipur,Rajasthan,Manufacturing,Salaried,398912.16,566,2021-09-22,Very High
104760,Riya,Shah,Male,1989-01-10,Hyderabad,Telangana,Other,Salaried,572785.85,735,2022-10-11,Medium
104761,Kavya,Joshi,Female,1977-01-13,Hyderabad,Telangana,Education,Business Owner,734585.81,705,2016-08-25,Medium
104762,Vihaan,Iyer,Male,1995-01-09,Hyderabad,Telangana,Retail,Self-employed,446685.66,605,2016-09-17,High
104763,Aarav,Mishra,Male,1976-01-14,Chennai,Tamil Nadu,IT,Self-employed,861689.11,709,2019-06-06,Medium
104764,Rahul,Singh,Male,1964-01-17,New Delhi,Delhi,Healthcare,Salaried,1027394.82,726,2016-02-13,Medium
104765,Aarav,Das,Male,1974-01-14,Kolkata,West Bengal,Government,Salaried,2367295.98,563,2016-06-06,Very High
104766,Aditi,Iyer,Male,1963-01-17,Madurai,Tamil Nadu,IT,Salaried,204997.78,676,2018-03-21,High
104767,Isha,Gupta,Female,1966-01-16,New Delhi,Delhi,Government,Salaried,683465.79,780,2025-01-08,Low
104768,Rohan,Gupta,Male,1987-01-11,Chennai,Tamil Nadu,Education,Contract,475833.35,666,2022-10-09,High
104769,Kavya,Iyer,Male,1986-01-11,New Delhi,Delhi,Retail,Self-employed,980873.76,709,2023-04-15,Medium
104770,Nikhil,Patel,Female,1985-01-11,Madurai,Tamil Nadu,Government,Salaried,1146633.28,770,2018-01-10,Low
104771,Vikram,Joshi,Male,1962-01-17,Madurai,Tamil Nadu,IT,Salaried,477644.36,722,2017-04-14,Medium
104772,Kavya,Rao,Male,1979-01-13,Surat,Gujarat,Retail,Salaried,502770.14,718,2019-06-02,Medium
104773,Vihaan,Iyer,Male,1970-01-15,Kolkata,West Bengal,Healthcare,Salaried,325931.61,692,2021-03-05,Medium
104774,Neha,Mishra,Female,1973-01-14,Mangaluru,Karnataka,IT,Salaried,720802.06,753,2015-01-08,Low
104775,Sneha,Das,Female,1968-01-16,Mumbai,Maharashtra,Manufacturing,Business Owner,547735.65,708,2015-07-30,Medium
104776,Neha,Mishra,Male,1973-01-14,Nagpur,Maharashtra,Finance,Salaried,509656.71,707,2022-03-13,Medium
104777,Ananya,Joshi,Male,1972-01-15,Jaipur,Rajasthan,Education,Salaried,511066.95,584,2017-08-18,Very High
104778,Rohan,Mishra,Female,1968-01-16,Pune,Maharashtra,Retail,Business Owner,710011.14,687,2016-04-12,Medium
104779,Nikhil,Sharma,Male,1978-01-13,Jaipur,Rajasthan,Other,Salaried,576174.43,668,2025-03-04,High
104780,Nikhil,Rao,Male,1990-01-10,Chennai,Tamil Nadu,Manufacturing,Salaried,1224159.6,766,2017-07-02,Low
104781,Aditi,Verma,Female,1993-01-09,Nagpur,Maharashtra,Other,Salaried,1021673.74,696,2018-06-22,Medium
104782,Vikram,Nair,Male,1963-01-17,Bengaluru,Karnataka,Manufacturing,Salaried,359486.78,674,2016-10-14,High
104783,Arjun,Singh,Male,1977-01-13,Mumbai,Maharashtra,IT,Salaried,641115.43,824,2020-10-09,Low
104784,Meera,Iyer,Female,1985-01-11,Chennai,Tamil Nadu,Other,Salaried,468299.43,775,2021-01-10,Low
104785,Rohan,Verma,Male,1996-01-09,Udaipur,Rajasthan,Manufacturing,Salaried,292446.93,690,2019-08-30,Medium
104786,Isha,Sharma,Female,1981-01-12,New Delhi,Delhi,Education,Salaried,1131150.58,767,2016-08-12,Low
104787,Nikhil,Patel,Female,1976-01-14,Mysuru,Karnataka,Education,Salaried,1651295.26,697,2015-02-20,Medium
104788,Ananya,Verma,Female,1996-01-09,Kolkata,West Bengal,Government,Salaried,409319.48,790,2018-10-02,Low
104789,Neha,Reddy,Male,2000-01-08,Nagpur,Maharashtra,IT,Salaried,1277244.76,722,2018-07-17,Medium
104790,Kavya,Sharma,Female,1993-01-09,Mumbai,Maharashtra,Healthcare,Contract,538964.29,677,2024-07-28,High
104791,Rohan,Sharma,Female,1966-01-16,Nagpur,Maharashtra,Healthcare,Self-employed,1339293.68,773,2021-04-01,Low
104792,Riya,Sharma,Male,2001-01-07,Pune,Maharashtra,Manufacturing,Self-employed,568706.72,669,2019-09-04,High
104793,Ananya,Singh,Female,1963-01-17,Mangaluru,Karnataka,Education,Salaried,609026.09,702,2017-02-24,Medium
104794,Ananya,Kumar,Male,1961-01-17,Mangaluru,Karnataka,Finance,Business Owner,359446.38,734,2021-11-01,Medium
104795,Siddharth,Reddy,Male,1984-01-12,Hyderabad,Telangana,,Salaried,639064.81,698,2016-10-30,Medium
104796,Aarav,Gupta,Male,1961-01-17,Mangaluru,Karnataka,Manufacturing,Salaried,1839716.31,721,2023-12-25,Medium
104797,Karan,Shah,Female,1974-01-14,Warangal,Telangana,Retail,Self-employed,217063.23,755,2024-04-02,Low
104798,Aditya,Rao,Male,2000-01-08,Jaipur,Rajasthan,Healthcare,Salaried,875314.18,722,2025-08-11,Medium
104799,Rahul,Gupta,Male,1992-01-10,Kolkata,West Bengal,IT,Contract,1499569.69,660,2019-01-02,High
104800,Priya,Gupta,Female,1972-01-15,Udaipur,Rajasthan,IT,Salaried,586921.99,658,2020-03-21,High
104801,Riya,Shah,Female,1993-01-09,Kolkata,West Bengal,Manufacturing,Self-employed,560239.72,777,2021-03-21,Low
104802,Arjun,Gupta,Male,1962-01-17,Bengaluru,Karnataka,Finance,Salaried,469317.68,680,2018-05-29,Medium
104803,Riya,Mehta,Male,1971-01-15,Jaipur,Rajasthan,Education,Salaried,1119586.42,753,2024-10-10,Low
104804,Vikram,Rao,Male,2003-01-07,Mumbai,Maharashtra,Retail,Salaried,804348.99,697,2017-11-14,Medium
104805,Karan,Das,Male,1961-01-17,Hyderabad,Telangana,Other,Salaried,786062.51,708,2021-01-23,Medium
104806,Priya,Verma,Female,1965-01-16,Hyderabad,Telangana,Manufacturing,Salaried,874547.36,711,2018-11-21,Medium
104807,Neha,Singh,Female,1968-01-16,Madurai,Tamil Nadu,Other,Self-employed,624068.58,664,2021-12-29,High
104808,Meera,Mehta,Male,1999-01-08,New Delhi,Delhi,Manufacturing,Self-employed,586609.41,725,2017-06-29,Medium
104809,Priya,Iyer,Female,1970-01-15,Hyderabad,Telangana,Manufacturing,Salaried,180000.0,748,2020-07-27,Medium
104810,Aditi,Mishra,Male,1963-01-17,Hyderabad,Telangana,Retail,Contract,2477525.4,634,2023-07-25,High
104811,Aditi,Gupta,Female,1963-01-17,Vadodara,Gujarat,Government,Salaried,1015645.83,652,2024-01-23,High
104812,Siddharth,Gupta,Male,1962-01-17,Coimbatore,Tamil Nadu,Education,Salaried,1232036.23,669,2018-05-01,High
104813,Ananya,Patel,Female,1977-01-13,Ahmedabad,Gujarat,Healthcare,Business Owner,1170927.71,750,2021-02-18,Low
104814,Aditya,Shah,Male,1983-01-12,Kolkata,West Bengal,Healthcare,Salaried,650636.83,613,2025-12-07,High
104815,Siddharth,Mehta,Male,1962-01-17,Hyderabad,Telangana,Retail,Salaried,715530.66,728,2023-02-18,Medium
104816,Riya,Rao,Male,1983-01-12,Mumbai,Maharashtra,Government,Salaried,836500.97,747,2017-07-08,Medium
104817,Aditya,Nair,Female,1978-01-13,Mysuru,Karnataka,Finance,Contract,776565.34,665,2025-11-13,High
104818,Rohan,Reddy,Male,1993-01-09,Mysuru,Karnataka,Education,Salaried,445891.01,679,2018-09-22,High
104819,Karan,Verma,Female,1983-01-12,New Delhi,Delhi,Other,Salaried,668759.94,734,2019-08-02,Medium
104820,Arjun,Verma,Male,1999-01-08,Hyderabad,Telangana,Healthcare,Salaried,2086724.62,556,2016-07-02,Very High
104821,Diya,Singh,Male,1978-01-13,Bengaluru,Karnataka,Government,Salaried,560436.34,643,2019-02-27,High
104822,Meera,Gupta,Female,1962-01-17,New Delhi,Delhi,Education,Salaried,688058.18,664,2021-05-06,High
104823,Vikram,Sharma,Male,2003-01-07,Warangal,Telangana,Healthcare,Business Owner,1591604.04,635,2016-03-17,High
104824,Meera,Shah,Female,1977-01-13,Bengaluru,Karnataka,IT,Salaried,935533.17,706,2023-03-26,Medium
104825,Neha,Iyer,Male,1966-01-16,Mangaluru,Karnataka,Other,Salaried,527872.24,662,2021-06-21,High
104826,Karan,Shah,Male,1981-01-12,Jaipur,Rajasthan,Government,Salaried,588331.94,772,2020-10-01,Low
104827,Ananya,Mehta,Male,1990-01-10,Hyderabad,Telangana,Retail,Business Owner,476441.32,725,2017-01-18,Medium
104828,Karan,Mishra,Male,1971-01-15,New Delhi,Delhi,IT,Self-employed,1371432.66,655,2021-01-14,High
104829,Diya,Sharma,Female,1974-01-14,Udaipur,Rajasthan,Other,Contract,931036.54,726,2021-01-15,Medium
104830,Rohan,Gupta,Male,1970-01-15,Kolkata,West Bengal,Other,Salaried,630080.44,728,2016-05-19,Medium
104831,Ananya,Mehta,Male,2003-01-07,Kolkata,West Bengal,IT,Salaried,559346.14,717,2025-11-29,Medium
104832,Vihaan,Kumar,Male,1983-01-12,Surat,Gujarat,IT,Salaried,547523.75,706,2019-03-30,Medium
104833,Kavya,Gupta,Male,1964-01-17,Ahmedabad,Gujarat,Manufacturing,Business Owner,1333038.12,678,2022-11-08,High
104834,Arjun,Kumar,Female,1978-01-13,Kolkata,West Bengal,Other,Salaried,505694.37,808,2018-06-14,Low
104835,Rohan,Mishra,Female,1987-01-11,Nagpur,Maharashtra,Government,Contract,450734.56,718,2018-06-22,Medium
104836,Nikhil,Kumar,Male,1991-01-10,Pune,Maharashtra,Finance,Salaried,584026.0,802,2022-03-09,Low
104837,Vikram,Das,Male,1994-01-09,Bengaluru,Karnataka,Education,Salaried,1018011.96,719,2015-09-24,Medium
104838,Karan,Mehta,Male,1985-01-11,Ahmedabad,Gujarat,Finance,Salaried,653112.9,627,2023-05-19,High
104839,Isha,Singh,Male,1975-01-14,Chennai,Tamil Nadu,,Self-employed,454906.0,627,2023-08-18,High
104840,Vikram,Nair,Female,1994-01-09,Madurai,Tamil Nadu,Finance,Self-employed,1202258.86,669,2021-07-20,High
104841,Aditi,Nair,Female,1993-01-09,Surat,Gujarat,Retail,Salaried,1762055.24,850,2018-03-23,Low
104842,Diya,Reddy,Male,1966-01-16,Jaipur,Rajasthan,IT,Salaried,1225139.2,678,2024-02-11,High
104843,Nikhil,Kumar,Male,1984-01-12,Mumbai,Maharashtra,Other,Salaried,1504796.58,739,2025-12-03,Medium
104844,Rohan,Kumar,Male,1972-01-15,Nagpur,Maharashtra,Healthcare,Salaried,1008241.65,712,2020-10-23,Medium
104845,Rohan,Verma,Female,1976-01-14,Jaipur,Rajasthan,Education,Salaried,452041.22,694,2024-12-17,Medium
104846,Aarav,Rao,Female,1988-01-11,Kolkata,West Bengal,Manufacturing,Self-employed,500707.82,716,2017-02-26,Medium
104847,Arjun,Sharma,Female,1988-01-11,Udaipur,Rajasthan,Government,Salaried,1188418.63,713,2023-09-08,Medium
104848,Aditi,Singh,Male,1993-01-09,Madurai,Tamil Nadu,Manufacturing,Salaried,1724346.04,640,2021-12-02,High
104849,Siddharth,Singh,Male,1965-01-16,Hyderabad,Telangana,Healthcare,Salaried,261430.05,794,2015-12-08,Low
104850,Siddharth,Reddy,Male,2002-01-07,Jaipur,Rajasthan,Finance,Business Owner,622132.48,717,2017-03-24,Medium
104851,Sneha,Shah,Male,1974-01-14,New Delhi,Delhi,Retail,Salaried,553804.31,695,2023-12-20,Medium
104852,Rahul,Iyer,Female,1976-01-14,Pune,Maharashtra,IT,Contract,1345256.47,690,2021-02-16,Medium
104853,Aarav,Rao,Female,1984-01-12,Kolkata,West Bengal,Retail,Contract,704899.97,737,2017-09-28,Medium
104854,Arjun,Joshi,Male,1993-01-09,Jaipur,Rajasthan,Manufacturing,Self-employed,1314852.46,679,2021-11-27,High
104855,Vihaan,Rao,Male,2004-01-07,Warangal,Telangana,Education,Self-employed,440391.69,652,2017-02-07,High
104856,Kavya,Mishra,Male,1997-01-08,Hyderabad,Telangana,Manufacturing,Salaried,625420.6,662,2024-08-31,High
104857,Karan,Gupta,Male,1966-01-16,Warangal,Telangana,Education,Salaried,552666.44,738,2021-01-17,Medium
104858,Nikhil,Patel,Female,1999-01-08,Ahmedabad,Gujarat,Education,Salaried,632420.57,681,2015-06-07,Medium
104859,Kavya,Mishra,Male,1986-01-11,Kolkata,West Bengal,Finance,Self-employed,695854.32,671,2020-11-11,High
104860,Sneha,Das,Female,2003-01-07,Mysuru,Karnataka,IT,Salaried,1212061.54,692,2016-09-22,Medium
104861,Vikram,Das,Male,1968-01-16,Hyderabad,Telangana,Retail,Salaried,748780.95,786,2015-03-02,Low
104862,Kavya,Patel,Male,1974-01-14,Mumbai,Maharashtra,Retail,Salaried,1040474.57,729,2025-03-05,Medium
104863,Nikhil,Nair,Male,2003-01-07,Jaipur,Rajasthan,Manufacturing,Salaried,325569.68,642,2024-08-20,High
104864,Meera,Iyer,Female,1978-01-13,Kolkata,West Bengal,IT,Salaried,1005271.58,648,2016-12-29,High
104865,Sneha,Shah,Female,1975-01-14,Madurai,Tamil Nadu,Manufacturing,Salaried,511784.9,614,2020-04-14,High
104866,Isha,Joshi,Female,1981-01-12,Mumbai,Maharashtra,Education,Salaried,1424184.46,678,2016-06-30,High
104867,Diya,Reddy,Female,1961-01-17,Kolkata,West Bengal,Healthcare,Self-employed,403132.26,631,2015-02-05,High
104868,Ananya,Singh,Male,2000-01-08,Hyderabad,Telangana,Government,Business Owner,1026114.85,633,2019-02-28,High
104869,Vikram,Mishra,Female,2005-01-06,New Delhi,Delhi,Government,Business Owner,403389.88,692,2016-07-23,Medium
104870,Riya,Patel,Male,1991-01-10,Pune,Maharashtra,Other,Salaried,445884.34,663,2021-12-12,High
104871,Nikhil,Iyer,Male,1970-01-15,Warangal,Telangana,Other,Salaried,901790.18,702,2024-02-22,Medium
104872,Aarav,Sharma,Male,1995-01-09,Surat,Gujarat,Healthcare,Salaried,2035328.35,733,2015-04-21,Medium
104873,Vikram,Mishra,Female,1982-01-12,Jaipur,Rajasthan,Other,Contract,637564.35,737,2016-05-31,Medium
104874,Aditi,Mehta,Male,1967-01-16,New Delhi,Delhi,Healthcare,Self-employed,2192812.11,653,2025-05-25,High
104875,Aditya,Shah,Female,1961-01-17,Kolkata,West Bengal,Government,Contract,362553.76,842,2015-12-26,Low
104876,Sneha,Joshi,Male,1989-01-10,New Delhi,Delhi,Other,Business Owner,1209167.65,669,2016-11-07,High
104877,Kavya,Mehta,Female,2000-01-08,Mumbai,Maharashtra,,Contract,652872.78,810,2021-08-05,Low
104878,Rohan,Reddy,Female,1995-01-09,Nagpur,Maharashtra,Finance,Self-employed,2384474.8,684,2016-03-14,Medium
104879,Rahul,Reddy,Male,1970-01-15,Mysuru,Karnataka,Government,Salaried,419963.24,628,2015-01-03,High
104880,Rohan,Das,Male,1993-01-09,Ahmedabad,Gujarat,Retail,Salaried,524285.65,813,2018-01-31,Low
104881,Ananya,Joshi,Male,2004-01-07,New Delhi,Delhi,Other,Salaried,774985.37,651,2022-07-06,High
104882,Vihaan,Iyer,Male,1992-01-10,Chennai,Tamil Nadu,Finance,Salaried,1124054.4,662,2016-05-27,High
104883,Neha,Rao,Female,1982-01-12,Mangaluru,Karnataka,Other,Self-employed,701986.85,744,2016-08-07,Medium
104884,Ananya,Joshi,Female,1982-01-12,Jaipur,Rajasthan,Government,Business Owner,1020084.57,677,2019-09-23,High
104885,Aditi,Mehta,Male,1999-01-08,Pune,Maharashtra,Manufacturing,Salaried,412779.4,691,2015-05-20,Medium
104886,Arjun,Joshi,Male,1971-01-15,Jaipur,Rajasthan,Finance,Salaried,1390762.96,649,2019-04-02,High
104887,Isha,Verma,Female,1982-01-12,Jaipur,Rajasthan,Other,Salaried,883956.48,738,2023-04-28,Medium
104888,Nikhil,Das,Male,1963-01-17,Coimbatore,Tamil Nadu,Manufacturing,Contract,822895.75,730,2018-11-08,Medium
104889,Siddharth,Kumar,Male,1996-01-09,New Delhi,Delhi,Manufacturing,Salaried,344436.99,580,2018-10-11,Very High
104890,Arjun,Patel,Male,2001-01-07,Hyderabad,Telangana,Retail,Contract,1744430.63,668,2021-12-15,High
104891,Rohan,Iyer,Male,1972-01-15,Mumbai,Maharashtra,Education,Salaried,375373.99,761,2021-02-28,Low
104892,Rahul,Nair,Male,1990-01-10,Mysuru,Karnataka,Finance,Salaried,747540.06,662,2016-05-20,High
104893,Aditi,Shah,Female,1974-01-14,New Delhi,Delhi,Manufacturing,Salaried,1360481.38,789,2019-01-17,Low
104894,Aarav,Mehta,Female,1988-01-11,Kolkata,West Bengal,Other,Salaried,573266.5,710,2018-08-31,Medium
104895,Kavya,Mishra,Male,1975-01-14,Udaipur,Rajasthan,IT,Contract,488507.44,670,2015-12-31,High
104896,Aarav,Mehta,Female,2004-01-07,Pune,Maharashtra,Education,Salaried,508605.07,775,2022-09-05,Low
104897,Rohan,Shah,Female,1981-01-12,Madurai,Tamil Nadu,Other,Salaried,1508676.96,690,2022-04-29,Medium
104898,Isha,Sharma,Female,1974-01-14,Hyderabad,Telangana,Retail,Business Owner,759222.72,729,2021-02-06,Medium
104899,Neha,Nair,Male,1978-01-13,Udaipur,Rajasthan,Education,Salaried,1795459.04,708,2020-08-03,Medium
104900,Vihaan,Verma,Female,1999-01-08,Hyderabad,Telangana,IT,Self-employed,654484.48,734,2015-07-17,Medium
104901,Isha,Gupta,Female,1972-01-15,Mangaluru,Karnataka,Retail,Contract,1131578.28,656,2018-10-01,High
104902,Meera,Kumar,Female,1982-01-12,Ahmedabad,Gujarat,IT,Self-employed,870642.75,754,2016-09-24,Low
104903,Aditya,Rao,Female,1965-01-16,Kolkata,West Bengal,IT,Self-employed,711055.28,730,2018-03-13,Medium
104904,Rohan,Patel,Male,1998-01-08,Jaipur,Rajasthan,Other,Salaried,454676.3,640,2022-02-24,High
104905,Diya,Mehta,Female,1989-01-10,Madurai,Tamil Nadu,Retail,Salaried,1546353.15,679,2023-04-02,High
104906,Kavya,Verma,Female,1992-01-10,Pune,Maharashtra,Education,Contract,1038935.22,749,2022-05-22,Medium
104907,Riya,Gupta,Female,1992-01-10,Pune,Maharashtra,Government,Salaried,853948.65,706,2021-04-15,Medium
104908,Ananya,Shah,Female,1965-01-16,Vadodara,Gujarat,Healthcare,Salaried,1359914.56,628,2026-01-23,High
104909,Meera,Mishra,Female,1978-01-13,Mysuru,Karnataka,Retail,Salaried,486617.35,736,2016-08-01,Medium
104910,Aarav,Joshi,Male,1966-01-16,New Delhi,Delhi,Other,Business Owner,706904.56,611,2017-09-23,High
104911,Neha,Patel,Female,1976-01-14,Warangal,Telangana,Other,Salaried,800766.77,748,2019-10-25,Medium
104912,Rohan,Patel,Female,1981-01-12,Hyderabad,Telangana,Healthcare,Salaried,698939.49,733,2026-03-07,Medium
104913,Vihaan,Patel,Male,1987-01-11,Surat,Gujarat,Healthcare,Self-employed,546417.07,757,2022-02-18,Low
104914,Karan,Patel,Female,1993-01-09,Chennai,Tamil Nadu,Retail,Salaried,1227726.6,774,2018-10-09,Low
104915,Aditya,Iyer,Male,2003-01-07,Warangal,Telangana,Healthcare,Salaried,338508.74,635,2017-05-27,High
104916,Priya,Nair,Male,1995-01-09,New Delhi,Delhi,IT,Salaried,636686.01,775,2024-10-27,Low
104917,Aarav,Mehta,Female,2005-01-06,Kolkata,West Bengal,Finance,Salaried,1089975.85,682,2025-09-06,Medium
104918,Sneha,Das,Female,1965-01-16,Mysuru,Karnataka,Healthcare,Salaried,1344223.66,736,2020-12-16,Medium
104919,Sneha,Sharma,Female,1965-01-16,Mangaluru,Karnataka,IT,Salaried,804429.78,755,2016-12-23,Low
104920,Nikhil,Iyer,Female,1979-01-13,Warangal,Telangana,Government,Salaried,749460.74,627,2020-11-12,High
104921,Vikram,Nair,Male,1965-01-16,Vadodara,Gujarat,Education,Salaried,1861872.65,640,2017-08-13,High
104922,Siddharth,Mehta,Male,1968-01-16,Mangaluru,Karnataka,Retail,Salaried,805541.26,682,2019-05-21,Medium
104923,Kavya,Gupta,Female,1986-01-11,Udaipur,Rajasthan,Healthcare,Self-employed,1901298.06,777,2022-11-02,Low
104924,Vikram,Mishra,Male,2002-01-07,New Delhi,Delhi,IT,Salaried,749920.77,670,2025-05-22,High
104925,Aarav,Das,Male,1988-01-11,Bengaluru,Karnataka,Other,Business Owner,744369.95,552,2015-07-11,Very High
104926,Isha,Mehta,Female,1988-01-11,Surat,Gujarat,Finance,Salaried,961395.22,738,2017-07-05,Medium
104927,Siddharth,Reddy,Male,1996-01-09,Jaipur,Rajasthan,Finance,Salaried,678202.97,690,2024-04-25,Medium
104928,Diya,Mehta,Male,1961-01-17,Ahmedabad,Gujarat,Finance,Self-employed,967086.41,682,2015-07-01,Medium
104929,Ananya,Nair,Female,1991-01-10,Surat,Gujarat,IT,Salaried,1350314.14,820,2025-02-25,Low
104930,Arjun,Verma,Female,1965-01-16,Nagpur,Maharashtra,IT,Salaried,4229730.97,608,2017-02-09,High
104931,Aditya,Nair,Female,1969-01-15,Warangal,Telangana,Government,Business Owner,630927.68,628,2023-03-11,High
104932,Kavya,Nair,Female,1967-01-16,Jaipur,Rajasthan,Healthcare,Contract,180000.0,735,2016-03-16,Medium
104933,Karan,Mishra,Male,1995-01-09,Warangal,Telangana,Retail,Business Owner,1056440.91,684,2019-08-28,Medium
104934,Diya,Kumar,Male,1967-01-16,Vadodara,Gujarat,Healthcare,Salaried,1183375.7,674,2025-02-16,High
104935,Ananya,Patel,Male,1982-01-12,Mangaluru,Karnataka,IT,Salaried,418619.58,743,2020-11-19,Medium
104936,Nikhil,Shah,Male,1964-01-17,Kolkata,West Bengal,Other,Salaried,1030230.77,708,2026-04-20,Medium
104937,Meera,Iyer,Female,1992-01-10,New Delhi,Delhi,Manufacturing,Self-employed,464862.33,636,2017-11-18,High
104938,Arjun,Kumar,Male,1969-01-15,New Delhi,Delhi,IT,Salaried,492205.39,648,2026-01-22,High
104939,Riya,Rao,Female,1978-01-13,Mumbai,Maharashtra,Education,Self-employed,1313165.61,681,2018-07-18,Medium
104940,Siddharth,Iyer,Male,1988-01-11,Mumbai,Maharashtra,Manufacturing,Salaried,811351.25,755,2019-06-13,Low
104941,Sneha,Kumar,Male,1978-01-13,Bengaluru,Karnataka,Government,Salaried,343892.91,850,2025-08-03,Low
104942,Aditya,Das,Male,1987-01-11,Udaipur,Rajasthan,Healthcare,Contract,956333.69,669,2018-04-01,High
104943,Karan,Verma,Male,1980-01-13,Mysuru,Karnataka,Government,Self-employed,2140486.46,630,2023-10-31,High
104944,Rohan,Shah,Female,1988-01-11,Nagpur,Maharashtra,,Self-employed,187494.39,689,2016-09-14,Medium
104945,Vikram,Iyer,Male,1990-01-10,New Delhi,Delhi,Education,Salaried,893489.53,689,2024-12-01,Medium
104946,Rahul,Mishra,Male,1974-01-14,Coimbatore,Tamil Nadu,Healthcare,Salaried,401858.81,725,2021-05-14,Medium
104947,Riya,Patel,Female,1961-01-17,Warangal,Telangana,Finance,Salaried,1231039.72,781,2019-07-03,Low
104948,Meera,Shah,Male,1994-01-09,Pune,Maharashtra,Government,Salaried,974734.37,625,2019-03-20,High
104949,Vikram,Das,Male,1996-01-09,Vadodara,Gujarat,Education,Business Owner,878628.59,657,2020-12-23,High
104950,Vikram,Gupta,Male,2002-01-07,Surat,Gujarat,Retail,Contract,1011850.37,718,2023-06-27,Medium
104951,Isha,Shah,Female,1966-01-16,Madurai,Tamil Nadu,Retail,Salaried,887728.01,644,2015-03-28,High
104952,Nikhil,Singh,Female,1990-01-10,Kolkata,West Bengal,Finance,Salaried,723068.47,700,2025-10-12,Medium
104953,Arjun,Mishra,Male,1963-01-17,Coimbatore,Tamil Nadu,Healthcare,Salaried,536301.43,696,2026-05-04,Medium
